,description,poste,entreprise,localisation,ADRESSE,DATE DE PUBLICATION,scrap_timestamp,TYPE DE CONTRAT,SALAIRE
46,"ADP is hiring a Workforce Manager Lead Implementation Consultant supporting the GlobalView Business Unit. Primary responsibilities of this role will include onboarding and training new Lead Consultants as well as bringing technical expertise to release readiness, BPI, and transformation activities.
At ADP we are driven by your success. We engage your unique talents and perspectives. We welcome your ideas on how to do things differently and better. In your efforts to achieve, learn and grow, we support you all the way. If success motivates you, you belong at ADP.
We strive for every interaction to be driven by our CORE values: Insightful Expertise, Integrity is Everything, Service Excellence, Inspiring Innovation, Each Person Counts, Results-Driven, & Social Responsibility.
The Lead Implementation Consultant (LIC) role is the primary functional and technical liaison between ADP and the client. The LIC meets with the client to conduct initial project activities, analyzes existing client systems, interface requirements and critical business issues (CBIs) with a consultative approach.  The LIC consults with the client on system and service configuration efforts, product adaptation and business best practice solutions in solving the client's CBIs. The LIC participates in establishing and monitoring of client implementation schedule and report status to Project Team members. The LIC also prepares individual work plans in conjunction with established project milestones in a manner consistant with ADP project standards.  The LIC provides professional consulting services in the areas of product/service customizations, business process, complex custom reports and special projects as related to implementation effort ensure that accurate requirements are captured.  The LIC's are expected to independently manage their workload to ensure that they are meeting project timelines and communicating with the client and project team as defined in the Implementation best practices.
RESPONSIBILITIES
Perform workshops to gather information on the client's requirements
Design and document the client's solution including business requirements, interface specifications and any other specifications required according to ADP's methodology and project scope.
Take ownership of the configuration and work with other teams/streams/areas to deliver and unit test the system as designed.
Take ownership of issues & gaps between client requirement and ADP WFM product and work with other teams/streams/areas to resolve them
Provide guidance to the client in preparing testing activities (test scripts, scenarios ..)
Support clients through the User Acceptance, Parallel Testing and Go-Live phases
Support training delivery
Support data migration activities like data cleansing, mapping and conversion.
Ensure handover to client services following ADP handover methodology
Perform other related duties as assigned
Must be able to travel to client site -- estimated travel is 35 -- 50%
COMPETENCY
Delivering world-class service and satisfaction to all clients -- internal, external, diverse and emerging
Solving day-to-day problems that are in line with ADP's mission, vision, and values
Sharing ideas and information across multiple audiences to drive the business need
Acting in ways that help deliver results in a fast-pace and diverse environment
Collaborating effectively with colleagues and clients to achieve and surpass shared goals
Holding self and other to the highest personal and professional standards
EDUCATION/CREDENTIALS
Bachelor's degree in a related field or minimum equivalent of two years in education and experience required
Minimum two years communication, leadership and general business training or equivalent preferred
Completion of training in UKG Workforce Central/Workforce Dimensions or ADP Enterprise eTIME/Workforce Manager is required
Industry related certifications including Professional in Human Resources (PHR), Certified Payroll Professional (CPP), Fundamental Payroll Certification (FPC) etc. are a plus
Minimum three to five years technical training or equivalent experience in related technologies and/or systems implementations is required
Some formal training or experience in project management is helpful
MINIMUM QUALIFICATIONS
Prior experience working with ADP Enterprise eTIME, ADP Workforce Manager, Experience in implementing UKG Workforce Central, or UKG Workforce Dimensions internationally is required
Minimum of three years' experience as a business analyst, consultant or practitioner in a relevant industry, or with software implementations required
Minimum of three years of experience working on global projects
Language skills required are business-proficient English, Spanish is a plus
Previous experience presenting face-to-face to a client is required
Experience conducting training sessions is helpful
Prior experience working independently in a virtual (home shored) setting highly preferred
Work experience or certifications in customer service, business analysis, project management and networking are desired but not required
Technical training or equivalent experience in related technologies and/or systems implementations is required
Prior work experience on client site is desirable
PREFERRED QUALIFICATIONS
Preference will be given to candidates who have the following:
Must demonstrate strong customer service skills
Must have sound requirements gathering and analytical approach
Support with onboarding activities for new Associates
Must be successful in addressing client Critical Business Issues (CBI) at the conclusion of the project
Ability to self-manage to deadlines and commitments is required
Must have strong virtual work ethic
Must have excellent verbal and written communication skills, in all languages reported as proficient
Consultative and collaborative approach is required
Proficient with understanding and applying technical concepts
Able to communicate technical concepts and issues to a non-technical audience
Strong client facing presentation, consultative skills
Strong teaming skills
Liaise with internal groups including Client Services, Application Support, Project Management and Product Management to ensure that clients receive the highest levels of client service
Explore our COVID-19 page https://jobs.adp.com/covid19/ to understand how ADP is approaching safety, travel, the hiring interview process, and more.
Diversity, Equity, Inclusion & Equal Employment Opportunity at ADP: ADP affirms that inequality is detrimental to our associates, our clients, and the communities we serve. Our goal is to impact lasting change through our actions. Together, we unite for equality and equity. ADP is committed to equal employment opportunities regardless of any protected characteristic, including race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, or protected veteran status and will not discriminate against anyone on the basis of a disability. We support an inclusive workplace where associates excel based on personal merit, qualifications, experience, ability, and job performance.
Ethics at ADP: ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click https://jobs.adp.com/life-at-adp/ to learn more about ADP’s culture and our full set of values.",Workforce Manager Lead Implementation Consultant,ADP,"Tunis, Tunis","
Avenue Zohra Faiza
Tunis, Tunis 1003","
Il y a 30+ jours",2023-07-04 12:48:36.924198,"
Temps Plein","
1 $US–1 000 000 $US Par An"
47,"Sous la responsabilité d’un Business Manager ou d’un Delivery Manager, vous serez le/la responsable de la réalisation technique du projet pouvant mobiliser une équipe de 2 à 10 personnes :
Animer l’équipe de réalisation et veiller, avec le Business Manager et le Delivery Manager, à la bonne dynamique humaine de celle-ci
Gérer techniquement votre équipe : support technique, définition et affectation des tâches
Veiller à la pertinence et la cohérence des solutions mises en œuvre par les équipes de DECADE dans le contexte spécifique du client
Assurer la qualité technique des projets en cohérence avec les enjeux du client et de son site e-commerce
Assurer la coordination entre les différentes équipes : technique, client, conseil etc.
Conseiller le(s) client(s) sur la démarche et les solutions en fonction du besoin et de la situation
Contribuer, avec le Business Manager et le Delivery Manager, à l’évaluation des collaborateurs impliqués dans le/les projets dont vous aurez la responsabilité",Chef de projet Technique (H/F),DECADE,Tunis,"
Tunis,","
Il y a 3 jours",2023-07-04 12:48:37.508796,,
48,"En tant que développeur PHP , vous serez intégré dans une équipe projet sous la responsabilité d'un chef de projet technique.
Vous serez en charge de :
Définir, mettre en oeuvre et exploiter les outils de développement, d’intégration et de suivi de la production (Jenkins, Vagrant Dockers, Kibana, New Relic, Gatling, Selenium, Git, etc.)
Supporter l’équipe dans l’évolution et le maintien en conditions opérationnelles des différents environnements (intégration, recette, préprod et prod)
Scripter et exécuter des scénarios de tests de montée en charge en concertation avec l’équipe projet
Monitorer la plateforme (surveiller les sondes, les ressources …), analyser des problèmes constatés et proposer des actions préventives et correctives

Rejoindre DECADE c'est rejoindre :
Une entreprise stable avec un projet innovant et ambitieux
Une entreprise qui favorise le management de proximité et l'écoute de tous les collaborateurs
Une entreprise où règne une très bonne ambiance
Une entreprise qui dispose d'un savoir faire technique de haut niveau
Le secteur de l'e-commerce, un secteur très dynamique avec des projets à fort enjeux
Des projets dans lesquels on utilise des technologies innovantes ( vue.js, React JS,Next JS, docker, Docker, Ansible, Kubernetes, etccc.)",Ingénieur DevOps (H/F),DECADE,Tunis,"
Tunis,","
Il y a 3 jours",2023-07-04 12:48:37.947540,,
49,"Contexte :
Dans le cadre de notre développement, nous cherchons à renforcer notre équipe avec un Développeur WinDev
Poste basé en France
100% télétravail
Salaire intéressant
Prérequis :
Minimum de 5 ans d'expérience
Maîtrise du français (écrit et parlé)
Disposer d'un espace de co-working ou être à l'aise avec le télétravail à temps plein
Capacité à s'adapter aux horaires de travail local
De formation supérieure en informatique
Responsabilités :
Analyser et développer des applications informatiques en rapport avec la production de l'entreprise sur des langages WinDev sous Oracle 11g et 12c + PL/SQL
Être le support aux utilisateurs pour l'élaboration des cahiers des charges
Rédiger des spécifications détaillées des applications
Élaborer des documentations, ainsi que des manuels utilisateurs
Former des utilisateurs aux nouvelles applications et aux respects des standards de la stratégie de l'entreprise en termes d'outils
Gérer la planification et le reporting d'avancement permanent auprès du Responsable Informatique
Qualifications requises :
Bonne connaissance des techniques : Modélisation informatique, analyse et programmation, architecture logicielle, environnement Microsoft Windows, langages WinDev/Windev mobile/Webdev, SQL Oracle
Connaissances requises : environnements Windows (PC, Serveur, cluster), Webservices, communications (sockets, TCP/IP, UDP), automatisme (Siemens), électronique (bases), langage html/xml (bases), Java (un plus)",Développeur WinDev - Remote,PRAGMATIKE,Tunis,"
Tunis,","
Il y a 4 jours",2023-07-04 12:48:38.474895,,
50,"Head of Marketing - GOMYCODE Tunisia
Tunis, Tunisia
Full-time

Company Description - About us
We are building the future of digital learning in the African continent. For us, it is key to excel in everything that we do, and this starts with the people that we hire.
GoMyCode is an educational platform that trains top talents on the newest skills and connects them with digital opportunities around the world. At GoMyCode, we provide high-end education on cutting-edge technologies with a focus on projects in an environment that leaves lasting impressions and positively impacts our students' lives.

What we're looking for
As the Head of Marketing at our rapidly growing EdTech startup, you will lead and oversee all marketing efforts to drive our expansion and success in delivering digital and tech skills training across Africa. You will be responsible for developing and executing strategic marketing initiatives and collaborating with cross-functional teams to achieve our growth objectives. This is an exciting opportunity for a dynamic and visionary marketing professional who thrives in a fast-paced, entrepreneurial environment.


Responsibilities

Develop and implement a comprehensive marketing strategy that aligns with our business objectives and drives brand awareness, customer acquisition, and revenue growth.
Lead a team of marketing professionals, providing guidance, mentorship, and fostering a collaborative and results-driven culture.
Oversee the development and execution of compelling marketing campaigns across various channels, including email marketing, content marketing, social media campaigns, and paid advertising.
Identify and leverage strategic partnerships, industry events, and other channels to expand our market reach and drive lead generation.
Conduct market research and competitor analysis to identify trends, customer insights, and opportunities for differentiation.
Optimize conversion rates and customer funnels, data analysis, and customer journey mapping.
Track and analyze key marketing metrics, providing regular reports to senior management, and making data-driven recommendations for continuous improvement.
Stay up-to-date with industry trends, emerging technologies, and marketing best practices to ensure our strategies are innovative and effective.

Qualifications
Bachelor's degree in Marketing, Business, or a related field.
Proven experience as a Head of Marketing or similar role, preferably in the EdTech or technology industry.
Strong leadership and people management skills, with the ability to motivate and develop a high-performing marketing team.
Expertise in developing and executing strategic marketing plans, including both online and offline channels.
Proficiency in marketing tools and platforms, including Google Analytics, CRM software, and marketing automation tools.
Exceptional analytical skills, with the ability to interpret data, derive insights, and make data-driven decisions.
Excellent project management and organizational skills, with the ability to prioritize and manage multiple initiatives simultaneously.
Creative thinker with a passion for innovation and a growth mindset.
Strong communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Join our dynamic team and be part of the revolution in shaping the future of education in Africa!",Head of Marketing- Tunisia,GOMYCODE,"Tunis, Tunis","
Tunis, Tunis 1053","
Il y a 11 jours",2023-07-04 12:48:38.914308,,
51,"Mission :
Décliner la Stratégie d'ADP en plans d'actions concrets et partager une vision motivante qui incite à l'action,
Donner de la visibilité à ses collaborateurs quant aux changements Stratégiques, organisationnels et projets poursuivis par la Direction
Accompagner les collaborateurs lors des changements Stratégiques, organisationnels et projets poursuivis par la Direction et en explique les fondements
Organiser un service conforme aux engagements contractuels ADP et rechercher une amélioration continue de la satisfaction et de l'expérience de service de son portefeuille de clients
Elaborer les plans d'actions pour garantir la pérennité de la qualité des prestations envers les clients et apporter les corrections en cas d'insatisfaction
Piloter la relation Tunisie/France tant avec les opérationnels.
Respecter les objectifs de performance attendus sur son périmètre
S'assurer de la traduction des objectifs de l'activité en objectifs d'équipe et individuels, afin de faciliter leur compréhension et leur atteinte
Contribuer de manière proactive au développement relatif à son équipe, en étant force de de proposition
Contribuer à la mise en place, la révision, l'amélioration et l'application des processus par son équipe
Coordonner les relations inter équipes et inter activités
Garantir l'engagement, le développement et l'évolution de ses collaborateurs
Intégrer le développement continu de son leadership et sa contribution à la Leadership Team de l'entreprise au cœur de son équipe
Garantir le respect des règles intérieures et des fondamentaux ADP (Mission-Vision-Value, Leadership expectations) par son équipe
Profil
Votre persévérance, votre capacité à piloter simultanément le service délivré par vos équipes à vos clients, l'animation interne et le développement de vos équipes, la contribution au pilotage général de l'Activité MS MA en coopération étroite avec le Directeur des opérations, et votre contribution transverse et le développement de votre leadership au sein de l'organisation globale ADP, sont des éléments essentiels à la réussite dans ce poste à fort engagement.
Compétences Techniques et managériales
Leadership
Pilotage de missions, management de projet
Animation d'équipe
Communiquer efficacement : Savoir communiquer individuellement et collectivement / à l'oral comme à l'écrit, sous différents formats de communication et différentes tailles d'assemblées
Grand sens de la relation Client : pédagogie, calme, écoute, force de proposition méthodologique.
Persévérance, calme, lucidité, capacité à organiser et travailler sous contraintes.
Capacité à poser des cadres de négociation clairs Concessions/Limites
Capacité à assumer une responsabilité forte et en assurer le déploiement par délégation
Aptitude à communiquer avec l'ensemble des niveaux d'organisation : Direction générale, Excom, équipes, selon des modes adaptés et cohérents
Compétences relationnelles et personnelles requises
Grand sens de l'écoute
Pédagogie
Maitrise de soi
Empathie
Esprit d'analyse et force de proposition
Sens de l'engagement
Disponibilité
Autonomie
Capacité d'adaptation au changement
Rigoureux et consciencieux
Sens du partage
Aisance relationnel
Aptitude à gérer votre temps et vos priorités
Maîtrise parfaite de la langue française
Bonne maîtrise de la langue anglaise
  Explore our COVID-19 page https://jobs.adp.com/covid19/ to understand how ADP is approaching safety, travel, the hiring interview process, and more.
Diversity, Equity, Inclusion & Equal Employment Opportunity at ADP: ADP affirms that inequality is detrimental to our associates, our clients, and the communities we serve. Our goal is to impact lasting change through our actions. Together, we unite for equality and equity. ADP is committed to equal employment opportunities regardless of any protected characteristic, including race, color, genetic information, creed, national origin, religion, sex, affectional or sexual orientation, gender identity or expression, lawful alien status, ancestry, age, marital status, or protected veteran status and will not discriminate against anyone on the basis of a disability. We support an inclusive workplace where associates excel based on personal merit, qualifications, experience, ability, and job performance.
Ethics at ADP: ADP has a long, proud history of conducting business with the highest ethical standards and full compliance with all applicable laws. We also expect our people to uphold our values with the highest level of integrity and behave in a manner that fosters an honest and respectful workplace. Click https://jobs.adp.com/life-at-adp/ to learn more about ADP’s culture and our full set of values.",Responsable d'équipe,ADP,"Tunis, Tunis","
Rue Safia Chamia
Tunis, Tunis 1003","
Il y a 11 jours",2023-07-04 12:48:39.452668,"
Temps Plein","
1 $US–1 000 000 $US Par An"
52,"Description de l'entreprise

Pourquoi travailler chez Accor ?
Nous sommes bien plus qu’un leader mondial. Nous vous accueillons comme vous êtes et vous pouvez trouver le métier et la marque qui correspond à votre personnalité.
Nous vous accompagnons dans votre évolution et votre apprentissage au quotidien, nous nous assurons que votre travail apporte du sens à votre vie. Ainsi, durant votre expérience avec nous, vous pouvez explorer les possibilités illimitée du Groupe Accor.
En rejoignant Accor, vous écrivez chaque chapitre de votre histoire et ensemble nous pouvons imaginer l’Hôtellerie de demain. Découvrez la vie qui vous attend chez Accor, https://careers.accor.com/.
Faites ce que vous aimez, prenez soin du monde qui vous entoure, oser challenger le status quo ! #BELIMITLESS
Description du poste

L'assistant revenue manager mène et coordonne le département des réservations et veille à la satisfaction de notre clientèle en matière d’hébergement, en collaboration directe avec le front-office, la gouvernante générale, et celui de la restauration.
L'assistant revenue manager veille au suivi journalier des tarifs et cotation s et le contrôle de la conformité des réservations d'une part, et d'une autre part, l'assistance au  directeur revenue à la création du forcast et budget .
Qualifications

Diplôme universitaire : Ecole de commerce / Ecole hôtelière 
Maîtrise des langues : Minimum Français et anglais 
Maîtrise de l'office 365 


Informations supplémentaires

We are Heartists®   décrit à la fois notre culture et qui nous sommes. Tout ce que nous faisons vient du cœur, et nous sommes des experts dans ce que nous faisons. Généreux, attentifs et libres, nous veillons à ce que chacun puisse venir tel qu’il est et se sentir à sa place. En tant que grande équipe, nous savons que ce n’est qu’ensemble que nous pouvons faire des choses incroyables !",Assistant revenue Manager,AccorHotel,Tunis,"
Tunis,","
Il y a 18 jours",2023-07-04 12:48:39.882292,,
53,"Nous recherchons pour le compte d'un fournisseur mondial des solutions bancaires en Tunisie et en Algérie, un Sales Manager (H/F)
Descriptif de la mission :
Le responsable commercial aura pour missions :
Vendre:
Développe les ventes, gère des comptes clients avec autonomie en environnement de plus en plus complexe
Prospecte pour détecter de nouvelles affaires et/ou de nouveaux clients, qualifie de façon fiable des opportunités commerciales en particulier leur intérêt économique
Pilote l’élaboration des propositions commerciales, identifie les compétences clés d’avant-vente, convainc le client de la solution, négocie les termes contractuels.
Réalise de chiffre d’affaires selon les objectifs fixés
Développe des affaires en plus en plus importantes ou complexes, s’assure de la satisfaction du client
Administrer :
Veille à l’application des conditions contractuelles, anticipe les risques commerciaux, gère les alertes, négocie des avenants
Assure le recouvrement des créances
Contribue au reporting commercial de l’entité en assurant la fiabilité des prévisions.
Entreprendre :
Crée des opportunités par son réseau relationnel externe et également interne
Contribue au développement et à la promotion des offres, capitalise les références commerciales de son domaine
Intégrer :
Participe à l’intégration et au développement de collaborateurs le cas échéant
Actualise en permanence sa connaissance du Groupe, des offres des enjeux sectoriels des métiers et solutions sur son secteur
Participe au recrutement au sein de l’agence
Compétence requises :
De formation Bac+5 (ingénieur ou école de commerce), vous justifiez d'au moins 6-10 ans d’expérience, vous avez une solide culture informatique acquise en intégration de systèmes et solutions ou édition et vous avez contribué avec succès à des ventes complexes.
Volontaire, autonome, impliqué(e), curieux(se) et rigoureux(se), vous maitrisez la relation client et vous dotez d’une grande capacité de négociation en plus d’un bon réseau en Tunisie et en Algérie.
Ce poste nécessitera des déplacements potentiellement à l'international.
Mobilité et maitrise de l'anglais sont donc appréciées.
Type de contrat: CDI / Contrat Local",Sales Manager (H/F),Trusted Advisors,"Tunis, Tunisie","
Tunis, Tunisie","
Il y a 19 jours",2023-07-04 12:48:40.370852,,
54,"Description de l'entreprise

At SEGULA Technologies you will have the opportunity to work on exciting projects and help shaping the future within an engineering company which is at the heart of innovation. From 3D printing, augmented reality, connected vehicle to the factory of the future – new technologies are part of our 10,000 ingenious collaborators’ day-to-day life. Would you like to join in?
SEGULA Technologies is always looking for new, ingenious, and daring talents worldwide to support all the major industrial actors within the automotive, aeronautics, energy, railway, naval, oil & gas and pharmaceutical sectors.
For more information: https://www.segulatechnologies.com
Description du poste

Dans le cadre du développement ou de la modification des lignes de production, l’Implanteur garantit l’adéquation des implantations avec leur futur environnement. A ce titre, il réalise et met à jour les plans d’implantation physiques des lignes (2D et 3D). Il vérifie que le mode de fonctionnement et d’exploitation des process de fabrication répond aux objectifs de performance du projet. Il est tenu d’optimiser les surfaces, l’accessibilité et l’engagement des opérateurs. Enfin, il participe à l'implantation des moyens sur site.
Conception :
Réceptionner les différentes livrables nécessaires à la conception des implantations
Réaliser les relevés sur site des installations existantes dans le cas de carry over
Réaliser les relevés des contraintes bâtiment
Proposer des hypothèses d’implantation afin d’optimiser les surfaces, la gestion des flux, les bords de ligne et les interfaces avec les autres secteurs de l’usine
Intégrer les contraintes d’ergonomie des postes, les aires sociales, la largeur des allées, la définition des conteneurs et les prévisions en moyen de contrôle
Intégrer les contraintes d’exploitation et de maintenance
Etablir et mettre à jour les plans d’implantations 2D et 3D à partir du référentiel métier et du schéma directeur de l’usine
Fournir les éventuels plans guides pour le génie civil
S’assurer sur le terrain de la cohérence de l’implantation entre le théorique et le réel
Orienter et proposer aux études des configurations permettant d’optimiser les surfaces
Etudier les raccordements aux différents réseaux
Assurer la synthèse process /environnement
Communication :
Diffuser les plans d’implantation aux différents acteurs concernés
Support technique :
Assurer le rôle de support métier auprès des équipes projet
Participer aux réunions d'avancement et déplacement dans les usines.
Documentation technique :
Faire évoluer la documentation technique
Qualité :
Rechercher des optimisations process/environnement
Garantir l’application du référentiel technique, des processus et des standards métiers
Rechercher des mesures visant à améliorer les dimensions qualité et délais de son périmètre
Participer aux retours d’expérience dans une démarche d’amélioration continue
  Qualifications

Formation de Base :
Diplôme de niveau bac +5 idéalement en Ingénieur en génie mécanique , mécatronique,  ingénieur matériaux composites , électromécanique.  
Savoir être: 
Analyse et synthèse
Sens de l’organisation
Autonomie
Rigueur
Relationnel : à l’écoute, disponible, ouvert
Réactivité


Informations supplémentaires

Maitrise Français
Maitrise Anglais",Ingénieure implantation et architecture véhicule,Segula Technologies,Tunis,"
Tunis,","
Il y a 19 jours",2023-07-04 12:48:41.529676,,
55,"Role
DEADLINE - April 30th
We are looking for a Programme Manager to be responsible for the organisation, development, and implementation of our entrepreneurship programmes. As the WSHT Programme Manager you will be in the lead of the acquisition and execution of the programmes. You will also be in charge of developing budgets and operating plans for programmes and writing programme funding proposals. To be successful in this role, you have to be resilient and agile in many situations. You are the driver of our local programmes and have the responsibility of making every entrepreneurship programme a success.
Responsibility
-       Develop programme planning and curriculum
-       Builds sustainable relations with the programme partners and relevant stakeholders
-       Design, organize, and develop fundraising plans and participate in fundraising efforts
-       Manage the workflow and tasks for the programmes
-       Plan the execution of the programme’s events aligned with our goals and KPIs
-       Prepare programme reports
-       Coordinate the programme efforts with all stakeholders
-       Network with entrepreneurs, community, eco-system players, and investors
-       Ensure smooth implementation of the programmes daily
Requirements
-       3+ years in project management
-       2+ years in programme development and fundraising
-       Experience in managing acceleration/incubation programmes or other relevant work with startups
-       Well positioned in the tech and social entrepreneurship scene in Tunisia
-       Experience of branding and marketing
-       Financial experience in programme management

Skills
-       Advanced knowledge of English & French
-       High level of creative solution-finding and pro-active approach
-       Work in a fast-paced, high-growth environment, and ability to think, plan, and execute resourcefully
-       Experienced networker and a clear communicator
-       Comfortable being in front of a group
-       Proficiency in Asana & Office365",Program Manager,Westerwelle Foundation,"Tunis, Tunis Governorate","
Tunis, Tunis Governorate","
Il y a 30+ jours",2023-07-04 12:48:41.989491,,
56,"Role
DEADLINE - June 30th
We are looking for a Community & Marketing Manager to be in charge of our marketing activities. This is your chance to interact with entrepreneurs from around the globe, take full responsibility of changing the local startup eco-systems, and creating more opportunities for our entrepreneurs.

As Community & Marketing Manager you will be in the lead of engaging our fast growing network of entrepreneurs and partners. You will also be in charge of developing new (online) strategies to acquire startups for our programmes and getting new co-workers in our startup houses across the African continent. To be successful in this role, you have to be resilient, pragmatic, and agile in many situations. You are the driver of our marketing activities and have the responsibility of creating a highly engaging community. You will work closely together with other colleagues in Tunis, Kigali, Tangier and Berlin and will report directly to the management in Berlin.

We believe in sustainable growth and look for long term engagement with all our programme participants, co-workers, and partners. Our marketing strategy has shifted and you start by building our new vision into actual flows.
Responsibility
Set and implement social media and communication campaigns to align with marketing strategies
Provide engaging text, image and video content for social media accounts
Respond to comments and customer queries in a timely manner
Monitor and report on feedback and online reviews
Organize and participate in events to build community and boost brand awareness
Build relationships with customers, potential customers, industry professionals and journalists
Stay up-to-date with digital technology trends
Work with business partners and other key stakeholders to design and carry out the brand social activity, ranging from editorial calendar development to mining insights for input into social content briefs, and direct engagement with customers, fans, and follows in-channel.
Requirements
BSc in marketing, communication or related study fields, MBA is a plus
Proven experience in building online communities, social media, and/or PR
Excellent in verbal and written communication
Fluency in English required, French is a big plus
Experience launching community initiatives (e.g. launching an ambassador program, storytelling through event series and writing an email newsletter)
Solid experience in campaign management
creative, agile and handy with the ability to handle multiple projects simultaneously under strict deadlines
Strong communication and presentation skills
Understanding of SEO and web traffic metrics
Ability to provide motions, graphics or videos are a plus",Community Manager,Westerwelle Foundation,"Tunis, Tunis Governorate","
Tunis, Tunis Governorate","
Il y a 30+ jours",2023-07-04 12:48:42.464234,,
57,"RGI is an Independent Software Vendor, a European leader in the digital transformation of Insurers. We have been committed for more than 30 years to the Insurance industry. with a wealthy experience in dealing with Insurers, Bank Insurers, Agents, Brokers, independent Financial Advisors.
With a team of more than 1.200 professionals in Italy, France, DACH & Slovenia, Ireland, Africa & Middle East, we have a proven track record of successfully collaborating with more than 130 Insurers and 300 brokers across the EMEA region, supporting them on their journey to excellence.
AREA OF RESPONSABILITIES:
Monitoring and maintaining networks and servers.
Upgrading, installing, and configuring new hardware and software to meet company objectives.
Implementing security protocols and procedures to prevent potential threats.
Creating user accounts and performing access control.
Performing diagnostic tests and debugging procedures to optimize computer systems.
Documenting processes, as well as backing up and archiving data.
Developing data retrieval and recovery procedures.
Designing and implementing efficient end-user feedback and error reporting systems.
Supervising and mentoring IT department employees, as well as providing IT support.
Keeping up to date with advancements and best practices in IT administration.
WHAT DO WE ASK OF YOU?
Bachelor's degree in computer science, information technology, information systems, or similar.
Applicable professional qualification, such as Microsoft, or Cisco certification.
At least two years' experience in a similar role.
Extensive experience with IT systems, networks, and related technologies.
Solid knowledge of best practices in IT administration and system security.
Exceptional leadership, organizational, and time management skills.
Strong analytical and problem-solving skills.
Excellent interpersonal and communication skills.
Good English level
Furthermore, experiences in the following areas are HIGHLY APPRECIATED:
Experience in the Insurance or Financial industry.
Italian language
Yes, that's all great and you're the right person for us, but what's in it for you?
We are serious people: we are talking about a full-time permanent position.
Your salary obviously depend: let's talk about it and we will make you a competitive offer based on your experience.
On top of that, we add an annual variable bonus defined on the basis of the role and paid out according to performance appraisal, 10 TND/day e-tickets and our health insurance.
And of course growth and experience at RGI, we have already told you a little bit about it above but we would like to exchange questions & answers directly with you, would you send us this CV so we can contact you?",System Administrator,RGI Group,"Tunis, Tunis","
Tunis, Tunis","
Il y a 20 jours",2023-07-04 12:48:42.932196,,
58,"RGI is an Independent Software Vendor, a European leader in the digital transformation of Insurers. We have been committed for more than 30 years to the Insurance industry. with a wealthy experience in dealing with Insurers, Bank Insurers, Agents, Brokers, independent Financial Advisors.
With a team of more than 1.200 professionals in Italy, France, DACH & Slovenia, Ireland, Africa & Middle East, we have a proven track record of successfully collaborating with more than 130 Insurers and 300 brokers across the EMEA region, supporting them on their journey to excellence.
WHAT DO WE ASK OF YOU ?
Good knowledge of Java8 /JavaEE
Good knowledge of WebServices (SOAP/REST)
Git is your home, and you are a hater/lover of IntelliJ/Eclipse.
SQL is your mother tongue.
You know how to communicate with humans in English
Ability to design software architectures, with particular focus on:
APIs (in particular Rest, any experience with APIGraphQL welcome)
Microservices on Docker infrastructure
Asynchronous message buses (e.g. Kafka, RabbitMQ)
Use of frameworks for the development of microservice architectures (e.g. Quarkus, Knative or OpenWhisk)
Furthermore, experiences in the following areas are HIGHLY APPRECIATED:
SPA (Single Page Application) development, mainly on Angular>2 technology
Use of NoSQL databases (in particular document databases such as MongoDB)
Use of versioning systems (Git)
Knowledge of testing methodologies (TDD)
Use of Cloud Provider platforms (in particular AWS)
Applied knowledge of Agile methodologies Scrum, Kanban, etc.
Yes, that's all great and you're the right person for us, but what's in it for you?
We are serious people: we are talking about a full-time permanent position.
Your salary obviously depend: let's talk about it and we will make you a competitive offer based on your experience.
On top of that, we add an annual variable bonus defined on the basis of the role and paid out according to performance appraisal, 10 TND/day e-tickets and our health insurance.
And of course growth and experience at RGI, we have already told you a little bit about it above but we would like to exchange questions & answers directly with you, would you send us this CV so we can contact you?",Full Stack Developer Senior,RGI Group,"Tunis, Tunis","
Tunis, Tunis","
Il y a 20 jours",2023-07-04 12:48:43.387603,,
